이름,WAR,출장,완투,완봉,선발,승,패,세,홀드,이닝,실점,자책,타자,안타,2타,3타,홈런,볼넷,고4,사구,삼진,보크,폭투,ERA,FIP,WHIP,ERA+,FIP+,WPA,소속팀,연도,연봉
폰트,2.94,26,0,0,26,8,5,0,0,145.2,66,56,604,114,22,1,12,45,1,6,157,1,2,3.46,3.28,1.09,129.7,139.2,0.56,SSG,2021,
장현식,2.93,69,0,0,0,1,5,1,34,76.2,28,28,336,67,7,1,7,42,1,3,80,0,8,3.29,4.15,1.42,135.3,107.3,1.98,KIA,2021,20000.0
이용찬,2.93,59,0,0,0,3,3,22,0,60.2,16,14,253,56,6,1,3,13,0,3,61,0,1,2.08,2.76,1.14,196.1,148.2,2.45,NC,2022,40000.0
김민우,2.93,29,0,0,28,14,10,0,0,155.1,71,69,662,131,23,1,15,76,1,7,125,1,5,4.0,4.56,1.33,109.6,97.7,0.39,한화,2021,19100.0
송은범,2.93,68,0,0,0,7,4,1,10,79.1,29,22,341,77,9,1,2,33,2,5,61,0,8,2.5,3.98,1.39,212.3,132.4,0.7,한화,2018,
홍건희,2.92,65,0,0,0,6,6,3,17,74.1,23,23,303,65,11,0,3,27,0,0,82,1,7,2.78,2.74,1.24,154.9,158.9,0.6,두산,2021,25000.0
문승원,2.89,26,0,0,23,11,7,0,2,144.0,63,62,586,130,13,5,23,33,1,3,99,0,0,3.88,4.83,1.13,109.8,89.6,0.72,SSG,2019,25700.0
장원준,2.89,30,1,0,30,12,12,0,0,169.2,86,77,748,182,35,2,13,68,1,14,128,0,4,4.08,4.54,1.47,114.8,104.1,-0.53,두산,2015,100000.0
정우람,2.88,56,0,0,0,6,4,26,0,59.0,20,18,247,47,10,0,5,19,2,4,78,0,5,2.75,3.26,1.12,183.1,155.5,0.56,한화,2017,120000.0
문경찬,2.88,54,0,0,0,1,2,24,0,55.0,9,8,217,45,9,1,2,10,1,0,50,0,0,1.31,2.55,1.0,320.3,165.4,0.26,KIA,2019,11500.0
가뇽,2.84,28,0,0,28,11,8,0,0,159.2,86,77,702,162,33,8,7,64,0,9,141,0,13,4.34,3.73,1.42,110.6,129.2,-0.55,,2020,
로저스,2.84,10,4,3,10,6,2,0,0,75.2,26,25,296,62,8,2,2,20,0,4,60,1,1,2.97,3.33,1.08,167.5,148.1,1.82,한화,2015,170000.0
한현희,2.83,30,0,0,28,11,7,0,0,169.0,98,90,756,208,42,3,22,49,0,20,105,0,6,4.79,5.51,1.52,107.5,92.8,-1.36,키움,2018,
김택형,2.83,59,0,0,0,5,1,7,4,75.1,23,20,316,61,11,0,3,42,5,3,62,0,3,2.39,3.8,1.37,187.8,118.9,2.25,SSG,2021,
아델만,2.81,31,0,0,31,8,12,0,0,171.0,101,96,758,202,39,1,20,54,0,11,137,1,7,5.05,4.89,1.5,105.0,107.1,-1.15,삼성,2018,
박정진,2.81,76,0,0,0,6,1,1,15,96.0,37,33,411,84,12,1,8,39,3,5,92,0,7,3.09,4.06,1.28,161.0,121.4,0.19,한화,2015,30000.0
심창민,2.79,62,0,0,0,2,6,25,4,72.2,29,24,303,59,11,0,6,26,3,4,76,1,1,2.97,3.89,1.17,177.4,134.0,0.59,삼성,2016,21000.0
권혁,2.79,66,0,0,0,6,2,3,13,95.1,45,41,418,93,17,2,5,42,5,7,77,1,2,3.87,4.24,1.42,135.7,122.9,0.36,한화,2016,45000.0
송승준,2.77,30,0,0,22,11,5,0,1,130.1,63,61,558,132,31,3,19,41,1,4,113,0,6,4.21,4.91,1.33,119.6,102.7,-0.53,롯데,2017,40000.0
브리검,2.74,24,0,0,24,10,6,0,0,144.0,77,70,619,166,21,4,17,26,0,13,98,0,8,4.38,4.72,1.33,113.7,103.6,0.48,키움,2017,65000.0
임기영,2.73,23,2,2,19,8,6,0,0,118.1,54,48,497,138,25,1,9,18,1,6,73,0,2,3.65,4.07,1.32,136.1,122.6,0.42,KIA,2017,13000.0
조무근,2.73,43,0,0,1,8,5,4,2,71.2,26,15,298,54,11,2,3,32,1,4,83,0,6,1.88,3.31,1.2,266.8,151.0,1.35,kt,2015,8500.0
린드블럼,2.69,30,1,0,30,10,13,0,0,177.1,109,104,791,197,36,6,28,77,0,9,148,0,7,5.28,5.63,1.55,99.0,92.9,-1.77,롯데,2016,
라이블리,2.68,21,0,0,21,6,7,0,0,112.0,54,53,478,98,16,1,11,39,0,12,95,0,2,4.26,4.5,1.22,115.2,108.2,-0.19,삼성,2020,50000.0
밴헤켄,2.67,12,0,0,12,7,3,0,0,72.0,29,27,287,55,14,0,10,19,0,5,81,0,1,3.38,4.35,1.03,155.6,119.4,0.44,키움,2016,0.0
구창모,2.67,23,0,0,19,10,7,0,1,107.0,40,38,449,85,15,2,10,42,0,5,114,0,7,3.2,3.81,1.19,131.8,111.5,1.09,NC,2019,18000.0
정우영,2.67,65,0,0,0,4,4,5,20,75.0,26,26,305,48,5,0,3,29,3,11,59,0,1,3.12,3.98,1.03,148.3,117.5,2.14,LG,2020,8000.0
주권,2.67,28,1,1,26,6,8,0,0,134.0,80,76,594,162,36,3,14,44,0,5,63,1,2,5.1,5.31,1.54,102.4,98.1,-1.22,kt,2016,7500.0
이재학,2.67,29,1,0,29,5,13,0,0,152.1,87,81,658,157,27,2,13,49,2,10,116,0,6,4.79,4.54,1.35,108.4,115.4,-1.06,NC,2018,
박준표,2.66,50,0,0,0,7,1,6,11,51.2,16,9,205,41,3,0,3,8,2,0,44,0,2,1.57,2.96,0.95,306.2,162.2,1.35,KIA,2020,11000.0
오간도,2.65,19,0,0,19,10,5,0,0,110.0,53,48,475,115,14,0,8,30,0,11,74,1,6,3.93,4.45,1.32,128.0,113.2,-0.61,한화,2017,
배제성,2.65,26,0,0,26,10,7,0,0,141.1,67,62,619,130,30,1,12,76,0,4,83,1,11,3.95,5.18,1.46,121.7,91.8,1.09,kt,2020,11000.0
신민혁,2.65,30,0,0,25,9,6,0,0,145.0,75,71,625,155,28,3,17,44,0,5,107,2,2,4.41,4.4,1.37,103.0,102.9,0.11,NC,2021,12000.0
쿠에바스,2.64,27,0,0,27,10,8,0,0,158.0,80,72,668,152,26,1,16,46,0,9,110,0,4,4.1,4.52,1.25,117.1,105.1,-0.29,kt,2020,60000.0
주권,2.63,77,0,0,0,6,2,0,31,70.0,25,21,294,54,11,0,6,32,1,1,37,0,0,2.7,4.98,1.23,177.9,95.5,1.16,kt,2020,15000.0
소사,2.63,33,0,0,33,10,9,0,0,199.0,121,114,870,258,47,8,12,38,2,9,107,0,6,5.16,4.18,1.49,98.6,121.0,-2.01,LG,2016,50000.0
다이아몬드,2.63,24,1,1,24,10,7,0,0,134.1,69,66,581,163,20,3,11,35,1,9,59,0,2,4.42,4.88,1.47,113.8,103.2,0.48,SSG,2017,
서진용,2.63,72,0,0,0,3,1,4,33,68.0,19,18,279,53,9,2,2,28,4,2,76,0,1,2.38,2.7,1.19,178.6,157.4,2.87,SSG,2019,20000.0
이태양,2.62,63,0,0,0,4,2,0,12,79.1,30,25,325,66,11,1,10,23,2,4,85,0,4,2.84,4.27,1.12,186.8,125.3,0.95,한화,2018,
오승환,2.62,45,0,0,0,3,2,18,2,47.2,14,14,201,44,10,1,2,15,0,2,39,0,1,2.64,3.53,1.24,185.6,136.4,1.82,삼성,2020,120000.0
알칸타라,2.6,27,1,0,27,11,11,0,0,172.2,80,77,724,189,39,3,15,27,0,8,100,2,2,4.01,3.98,1.25,103.1,103.3,0.88,두산,2019,45000.0
후랭코프,2.59,22,0,0,22,9,8,0,0,117.1,48,47,495,110,20,2,5,30,1,13,111,1,2,3.61,3.14,1.19,113.9,130.4,0.48,두산,2019,
김진성,2.56,69,0,0,0,10,6,0,15,89.2,38,36,361,72,9,0,13,27,3,2,98,0,11,3.61,4.3,1.1,137.2,116.1,1.39,NC,2017,23000.0
배제성,2.55,26,0,0,26,9,10,0,0,141.2,67,58,621,126,27,1,6,82,1,1,136,0,9,3.68,3.7,1.47,121.9,120.3,0.35,kt,2021,27000.0
벤자민,2.53,17,0,0,17,5,4,0,0,96.2,34,29,385,75,9,1,11,24,2,4,77,1,3,2.7,4.03,1.02,152.5,101.2,1.07,kt,2022,23100.0
원태인,2.52,27,0,0,27,10,8,0,0,165.1,75,72,700,175,25,1,16,38,3,4,130,0,3,3.92,3.73,1.29,106.5,111.1,0.74,삼성,2022,30000.0
양현종,2.52,31,0,0,31,11,10,0,0,172.1,99,90,746,180,40,4,13,64,0,5,149,0,7,4.7,4.01,1.42,102.1,120.1,-0.98,,2020,
정철원,2.51,58,0,0,0,4,3,3,23,72.2,26,25,294,60,12,2,4,26,2,2,47,0,7,3.1,3.83,1.18,128.5,104.6,1.1,두산,2022,3000.0
김강률,2.49,50,0,0,0,3,0,21,3,51.2,15,12,230,54,7,2,2,25,4,1,41,0,4,2.09,3.53,1.53,206.4,124.0,1.8,두산,2021,22500.0
임준혁,2.49,27,0,0,21,9,6,0,2,118.2,58,54,514,125,23,1,11,43,1,8,73,0,3,4.1,4.85,1.42,120.4,101.7,0.36,KIA,2015,
고영표,2.46,25,2,1,24,8,12,0,1,141.2,84,80,612,170,32,1,13,16,0,18,125,1,6,5.08,3.88,1.31,99.7,128.4,-0.81,kt,2017,11500.0
안우진,2.45,21,0,0,21,7,8,0,0,107.2,47,39,450,88,15,1,13,41,1,7,110,1,5,3.26,4.17,1.2,136.0,102.7,0.55,키움,2021,15000.0
박상원,2.44,69,0,0,0,4,2,0,9,60.0,17,14,256,59,13,0,3,21,1,4,62,0,3,2.1,3.62,1.33,252.3,146.8,0.44,한화,2018,
노경은,2.43,41,0,0,8,12,5,1,7,79.2,28,27,323,69,10,0,5,23,0,4,55,0,5,3.05,3.79,1.16,136.5,110.0,1.21,SSG,2022,
맨쉽,2.43,21,0,0,21,12,4,0,0,112.2,51,46,478,112,17,0,7,33,0,7,86,1,5,3.67,4.08,1.29,134.9,122.2,0.66,NC,2017,
구승민,2.42,73,0,0,0,2,4,0,25,62.0,20,20,263,46,8,1,3,35,4,1,77,0,7,2.9,3.03,1.31,143.4,135.2,1.07,롯데,2022,18100.0
비야누에바,2.42,20,0,0,20,5,7,0,0,112.0,58,52,461,108,23,1,12,23,0,5,68,0,5,4.18,4.66,1.17,120.3,108.3,-0.37,한화,2017,
장시환,2.42,47,0,0,0,7,5,12,0,74.2,33,33,308,73,13,2,1,28,2,1,75,0,6,3.98,2.87,1.35,126.3,174.9,-0.31,kt,2015,8900.0
문승원,2.41,31,0,0,27,8,9,1,1,150.2,86,77,656,180,33,2,24,37,0,4,122,0,4,4.6,5.1,1.44,114.3,104.0,-1.49,SSG,2018,
장민재,2.41,48,0,0,13,6,6,0,1,119.1,66,62,542,133,13,2,15,67,0,4,92,1,3,4.68,5.67,1.68,112.3,92.5,-1.37,한화,2016,8100.0
윤희상,2.4,23,0,0,22,9,6,0,0,122.2,69,66,540,143,18,2,18,44,0,6,74,1,5,4.84,5.72,1.52,107.8,91.8,-0.6,SSG,2016,15000.0
브리검,2.4,21,0,0,21,9,5,0,0,107.0,45,43,456,98,7,2,6,42,1,5,105,0,8,3.62,3.61,1.31,130.5,129.1,1.08,키움,2020,90000.0
안지만,2.38,66,0,0,0,4,3,0,37,78.1,29,29,323,76,18,2,8,26,2,2,96,0,2,3.33,3.49,1.3,148.2,140.7,2.15,삼성,2015,0.0
장민재,2.38,32,0,0,25,7,8,0,0,126.2,54,50,531,124,18,2,15,39,1,4,75,0,3,3.55,4.69,1.29,114.0,87.0,0.64,한화,2022,7600.0
이태양,2.38,29,0,0,25,5,8,1,0,112.1,66,62,512,128,20,0,15,62,1,3,60,0,2,4.97,6.17,1.69,105.7,85.0,-1.24,한화,2016,8300.0
프리드릭,2.38,12,2,1,12,7,4,0,0,72.0,22,22,294,63,6,0,4,22,1,3,56,0,2,2.75,3.57,1.18,153.2,118.3,0.79,NC,2019,
소형준,2.37,26,0,0,24,13,6,0,0,133.0,63,57,572,141,23,0,6,45,0,6,92,0,2,3.86,3.91,1.4,124.6,122.0,0.3,kt,2020,2700.0
김윤동,2.37,64,0,0,0,7,6,4,18,82.2,39,34,369,71,13,1,9,54,7,2,79,0,7,3.7,5.12,1.51,138.7,100.9,-0.97,,2018,
이정민,2.37,68,0,0,0,5,2,2,9,77.0,29,27,326,83,13,1,6,21,1,5,60,0,5,3.16,4.22,1.35,165.6,123.4,0.96,롯데,2016,15000.0
류제국,2.37,24,0,0,23,4,9,0,0,130.0,72,69,572,134,20,3,16,55,1,14,88,0,16,4.78,5.43,1.45,98.2,85.8,-0.78,LG,2015,18000.0
곽빈,2.36,27,0,0,27,8,9,0,0,147.2,69,62,645,143,30,0,13,60,1,11,138,1,9,3.78,4.04,1.38,105.3,98.3,0.45,두산,2022,6500.0
이재학,2.36,29,0,0,23,10,8,0,1,125.0,58,57,545,115,15,1,17,58,1,9,116,0,5,4.1,5.11,1.38,116.7,95.4,-0.13,NC,2015,20000.0
이의리,2.35,19,0,0,19,4,5,0,0,94.2,42,38,404,69,11,0,6,56,0,2,93,0,5,3.61,4.03,1.32,123.1,111.0,0.31,KIA,2021,9000.0
신재영,2.34,34,1,1,15,6,7,1,2,125.0,68,63,537,137,31,2,14,25,1,16,75,0,1,4.54,4.95,1.3,109.6,99.0,-0.36,키움,2017,14000.0
백정현,2.34,25,0,0,23,7,7,1,0,125.2,68,64,540,142,27,2,18,36,0,3,99,0,2,4.58,5.05,1.42,115.7,104.1,-0.87,삼성,2018,
루카스,2.34,33,0,0,30,10,11,0,1,171.2,103,94,785,175,21,1,11,108,4,14,151,1,11,4.93,4.75,1.65,95.2,100.1,0.05,LG,2015,
유희관,2.33,30,2,1,29,11,6,0,1,188.2,104,95,822,228,37,3,20,41,1,10,106,1,5,4.53,4.78,1.43,106.2,100.6,-1.03,두산,2017,50000.0
린드블럼,2.33,12,0,0,12,5,3,0,0,72.2,31,30,296,66,10,1,10,18,0,2,76,2,3,3.72,4.26,1.16,135.6,118.6,0.69,롯데,2017,
듀브론트,2.33,25,0,0,25,6,9,0,0,137.1,82,75,629,162,29,2,13,62,1,8,109,3,10,4.92,4.98,1.63,106.1,104.8,-1.66,롯데,2018,
김재윤,2.32,61,0,0,0,9,7,33,0,66.1,26,24,267,46,6,0,5,21,6,0,78,1,2,3.26,2.65,1.01,126.5,155.1,0.57,kt,2022,28000.0
윤길현,2.31,70,0,0,0,0,4,13,17,62.2,25,22,284,58,12,0,7,36,4,2,62,0,3,3.16,4.72,1.5,152.9,102.8,0.17,SSG,2015,
김민우,2.31,26,0,0,25,5,10,0,0,132.2,72,64,593,121,16,1,15,72,3,7,124,2,10,4.34,4.88,1.46,108.9,98.2,-0.68,한화,2020,4200.0
송명기,2.31,36,0,0,12,9,3,0,0,87.2,37,36,372,78,13,0,12,39,1,2,72,0,7,3.7,5.06,1.34,132.2,95.9,0.1,NC,2020,2700.0
원종현,2.31,54,0,0,0,3,3,3,17,70.2,26,25,283,51,8,0,4,18,0,3,75,0,4,3.18,3.3,0.98,159.9,155.5,1.59,NC,2016,14000.0
박민호,2.29,57,0,0,0,2,1,4,11,52.0,16,14,215,43,9,0,4,19,0,2,36,0,0,2.42,4.38,1.19,199.1,110.8,-0.61,SSG,2020,
왕웨이중,2.28,25,0,0,25,7,10,0,0,141.2,83,67,615,169,25,1,16,40,2,2,108,0,2,4.26,4.62,1.48,121.9,113.5,-0.52,NC,2018,
김강률,2.28,70,0,0,0,7,2,7,12,89.0,39,34,383,89,8,1,6,32,0,3,73,0,11,3.44,4.15,1.36,140.0,116.9,0.61,두산,2017,15000.0
임창민,2.27,60,0,0,0,4,3,29,0,66.0,27,27,272,60,12,0,10,23,2,1,62,0,4,3.68,4.83,1.26,134.7,103.7,2.41,NC,2017,25000.0
김원중,2.26,61,0,0,0,4,4,35,0,62.2,26,25,268,50,8,0,6,28,4,3,64,0,8,3.59,3.83,1.25,126.6,116.5,2.2,롯데,2021,28000.0
김태훈,2.26,61,0,0,4,9,3,0,10,94.0,44,40,394,88,17,0,8,36,4,2,93,0,11,3.83,4.05,1.32,137.3,130.6,-0.02,SSG,2018,
손승락,2.24,57,0,0,0,3,5,28,0,57.2,26,25,250,53,13,0,1,20,4,1,60,0,2,3.9,2.86,1.27,133.7,182.5,0.69,롯데,2018,
이재학,2.23,26,0,0,24,12,4,0,0,127.2,72,65,569,140,16,2,19,54,0,6,134,0,3,4.58,5.04,1.52,111.1,102.0,-1.16,NC,2016,20000.0
베렛,2.22,29,0,0,29,6,10,0,0,155.0,94,91,698,178,31,2,24,59,0,9,144,1,10,5.28,5.3,1.53,98.2,99.1,-2.29,NC,2018,
김재윤,2.22,56,0,0,0,5,3,21,1,60.2,23,22,256,62,4,2,7,15,3,0,58,0,0,3.26,3.74,1.27,147.2,127.7,0.16,kt,2020,12000.0
로치,2.21,28,1,0,28,4,15,0,0,165.0,106,86,743,200,33,3,18,60,0,13,99,1,10,4.69,5.28,1.58,108.0,94.3,-2.37,kt,2017,
배제성,2.21,28,1,1,21,10,10,0,0,131.2,58,55,564,132,18,3,6,56,0,3,91,0,10,3.76,3.96,1.43,110.1,104.5,0.18,kt,2019,11000.0
이현승,2.21,41,0,0,0,3,1,18,2,46.2,16,15,191,45,9,0,3,10,2,2,41,0,2,2.89,3.34,1.18,162.1,141.4,2.47,두산,2015,40000.0
구승민,2.2,64,0,0,0,7,4,0,14,73.2,33,30,307,62,15,0,12,31,6,3,75,1,2,3.67,5.06,1.26,142.3,103.6,-0.26,롯데,2018,
윤대경,2.2,55,0,0,0,5,0,0,7,51.0,16,9,225,48,7,0,3,25,3,3,42,0,1,1.59,4.14,1.43,297.7,115.5,0.61,한화,2020,2800.0
스틴슨,2.19,32,0,0,30,11,10,0,0,167.0,100,92,756,190,30,6,15,64,0,14,93,0,4,4.96,5.07,1.52,99.5,97.3,-2.21,KIA,2015,
정우영,2.17,67,0,0,0,2,3,0,35,58.0,18,17,248,48,3,2,3,32,5,6,40,0,0,2.64,4.34,1.38,150.7,92.9,1.79,LG,2022,28000.0
백정현,2.14,35,0,0,14,8,4,0,3,100.2,52,49,446,110,23,2,11,36,1,6,94,0,4,4.38,4.51,1.45,115.8,111.5,0.28,삼성,2017,15500.0
박준표,2.14,49,0,0,0,5,2,0,15,56.0,15,13,210,42,5,1,4,6,1,4,30,0,1,2.09,3.74,0.86,200.7,111.8,1.94,KIA,2019,11000.0
김윤식,2.13,23,0,0,23,8,5,0,0,114.1,46,42,483,125,22,1,5,27,2,1,81,0,4,3.31,3.17,1.33,120.2,126.4,1.2,LG,2022,7000.0
박종훈,2.1,28,0,0,28,8,11,0,0,144.0,72,62,643,157,29,0,12,59,0,13,100,0,1,3.88,4.6,1.5,109.8,92.8,0.73,SSG,2019,29000.0
김대유,2.09,64,0,0,0,4,1,0,24,50.2,13,12,209,32,1,0,2,15,0,9,56,0,2,2.13,3.06,0.93,202.4,142.4,1.85,LG,2021,12500.0
임창용,2.08,55,0,0,0,5,2,33,0,54.0,17,17,219,45,8,1,2,13,2,3,71,0,1,2.83,2.25,1.07,174.3,218.1,0.29,삼성,2015,
주권,2.08,71,0,0,0,6,2,2,25,75.1,25,25,296,64,15,0,7,14,0,2,47,0,1,2.99,4.0,1.04,138.6,102.8,3.22,kt,2019,15000.0
심창민,2.08,66,0,0,0,4,7,6,16,75.1,36,35,333,55,7,0,12,44,7,7,103,0,5,4.18,4.82,1.31,121.3,104.5,0.59,삼성,2017,23000.0
윤규진,2.07,40,0,0,0,3,2,10,3,50.2,15,15,205,39,6,0,3,21,3,0,48,0,2,2.66,3.56,1.18,187.0,138.2,1.17,한화,2015,17000.0
허프,2.07,13,0,0,11,7,2,0,1,74.2,34,26,299,72,11,2,2,9,0,1,46,0,0,3.13,3.31,1.09,162.3,154.9,0.49,LG,2016,0.0
백정현,2.07,28,1,1,27,8,10,0,0,157.0,85,74,677,158,29,4,17,56,0,6,82,0,4,4.24,4.95,1.36,102.3,86.3,-0.65,삼성,2019,28000.0
다익손,2.06,29,0,0,28,6,10,0,0,149.1,81,72,649,164,23,3,15,40,1,6,117,1,4,4.34,4.05,1.37,97.3,104.9,-0.58,SSG,2019,
임정우,2.06,67,0,0,0,3,8,28,0,70.2,31,30,317,73,10,2,5,36,4,6,87,0,6,3.82,3.86,1.54,133.1,130.2,0.15,LG,2016,22000.0
브룩스,2.06,13,0,0,13,3,5,0,0,78.0,34,29,333,93,12,1,4,16,0,1,55,0,0,3.35,3.24,1.4,132.9,137.5,0.54,,2021,
이영하,2.02,42,0,0,19,5,11,6,0,132.0,78,68,605,148,26,1,9,66,3,5,85,1,4,4.64,4.7,1.62,99.9,99.1,-1.97,두산,2020,27000.0
원종현,2.02,68,0,0,0,5,0,1,13,63.1,22,21,260,55,8,0,5,17,0,1,50,0,2,2.98,3.64,1.14,136.5,112.8,0.11,NC,2022,
박세웅,2.02,28,0,0,28,8,10,0,0,147.1,85,77,658,177,27,2,20,47,0,8,108,0,13,4.7,4.97,1.52,103.6,96.5,-1.77,롯데,2020,11000.0
카펜터,2.01,31,0,0,30,5,12,0,0,170.0,90,75,746,150,21,3,16,72,0,19,179,1,7,3.97,4.06,1.31,110.3,109.7,0.53,한화,2021,35000.0
이태양,2.01,30,0,0,17,8,3,0,1,112.0,50,45,472,116,18,0,15,24,2,5,61,0,0,3.62,4.71,1.25,115.1,88.9,0.86,SSG,2022,
라이트,2.01,29,0,0,29,11,9,0,0,157.2,87,82,696,164,27,2,12,63,0,10,125,2,5,4.68,4.35,1.44,104.4,111.0,-1.57,NC,2020,
정우람,2.01,55,0,0,0,5,3,35,0,53.0,22,20,220,49,9,0,6,12,1,2,56,0,1,3.4,3.93,1.15,156.0,136.2,1.45,한화,2018,
한현희,2.0,45,0,0,17,11,4,0,10,123.1,70,66,542,126,18,2,14,41,0,13,122,1,3,4.82,4.43,1.35,103.3,112.2,0.26,키움,2015,30000.0
우규민,1.99,54,0,0,0,2,7,15,7,59.0,20,18,247,58,3,0,7,10,1,6,40,0,0,2.75,4.35,1.15,158.0,98.4,0.96,삼성,2019,70000.0
강재민,1.99,50,0,0,0,1,2,1,14,49.0,16,14,203,41,5,0,3,18,1,0,57,1,2,2.57,3.07,1.2,183.9,156.0,1.84,한화,2020,2700.0
김민우,1.99,29,1,0,29,6,11,0,0,163.0,82,79,711,143,40,1,16,84,8,8,129,0,13,4.36,4.58,1.39,92.8,89.1,0.53,한화,2022,19100.0
탈보트,1.98,30,1,0,30,10,11,0,0,156.1,93,82,695,153,26,1,11,85,4,13,120,4,11,4.72,4.8,1.52,105.5,102.6,-1.61,한화,2015,
임기영,1.98,28,0,0,28,8,8,0,0,153.0,85,83,662,155,29,1,15,45,0,11,129,2,6,4.88,4.02,1.31,91.1,110.6,-0.13,KIA,2021,14000.0
로저스,1.97,13,1,0,13,5,4,0,0,83.0,40,35,345,89,7,4,7,16,0,5,65,0,8,3.8,4.12,1.27,135.8,124.2,0.07,키움,2018,
최준용,1.94,44,0,0,0,4,2,1,20,47.1,16,15,195,41,7,0,6,16,3,1,45,0,1,2.85,3.97,1.2,159.4,112.5,2.28,롯데,2021,10700.0
나균안,1.94,39,0,0,13,3,8,0,2,117.2,55,52,506,125,36,3,5,37,1,3,123,0,6,3.98,2.79,1.38,104.7,146.6,-0.72,롯데,2022,5800.0
구승민,1.94,57,0,0,0,5,2,0,20,60.1,25,24,238,40,9,0,8,26,2,0,58,0,1,3.58,4.55,1.09,136.1,105.5,0.94,롯데,2020,8000.0
박희수,1.94,51,0,0,0,4,5,26,0,54.2,23,20,237,43,6,0,3,26,3,5,37,0,2,3.29,4.69,1.26,158.5,111.3,1.75,SSG,2016,21000.0
쿠에바스,1.94,23,1,1,23,9,4,0,0,133.1,68,61,580,131,21,3,11,51,0,3,137,0,6,4.12,3.57,1.37,109.1,124.8,0.02,kt,2021,80000.0
소사,1.93,16,0,0,16,9,3,0,0,94.1,42,40,387,85,6,0,15,23,0,2,96,1,3,3.82,4.23,1.15,111.5,103.0,1.38,SSG,2019,
김지용,1.92,51,0,0,0,3,4,0,17,63.0,25,25,258,52,10,1,9,18,3,5,56,0,4,3.57,4.82,1.11,142.4,102.1,1.81,LG,2016,10000.0
홍성민,1.91,67,0,0,0,4,4,1,8,82.0,38,36,352,85,19,2,8,24,4,10,65,0,4,3.95,4.4,1.33,127.6,111.9,-1.04,롯데,2015,
박정배,1.91,61,0,0,0,5,3,7,16,68.0,32,27,290,58,12,2,9,33,6,3,49,0,4,3.57,5.34,1.34,140.8,95.0,1.87,SSG,2017,14000.0
박종훈,1.9,29,0,0,28,13,11,0,0,157.1,90,84,691,146,21,3,14,78,1,22,134,0,5,4.81,4.9,1.42,100.4,99.5,-1.54,SSG,2020,
파노니,1.9,14,0,0,14,3,4,0,0,82.2,32,24,348,78,6,1,5,24,0,2,73,0,5,2.61,3.3,1.23,156.0,124.2,0.58,,2022,
금민철,1.89,29,0,0,29,8,12,0,0,156.1,104,94,720,212,30,1,19,68,1,7,79,0,10,5.41,5.82,1.79,97.9,89.2,-3.08,,2018,
김윤동,1.89,65,0,0,1,7,4,11,6,80.1,41,41,356,70,8,1,10,47,3,5,66,1,7,4.59,5.54,1.46,108.2,89.9,-0.31,KIA,2017,15000.0
산체스,1.88,29,0,0,26,8,8,0,1,145.1,90,79,632,161,21,3,26,39,1,7,124,0,12,4.89,5.38,1.38,107.5,98.8,-1.34,SSG,2018,
이정용,1.88,66,0,0,0,3,3,0,15,69.2,25,23,284,55,13,2,4,23,1,1,74,0,0,2.97,2.95,1.12,145.2,146.9,1.11,LG,2021,5000.0
김시훈,1.88,59,0,0,7,4,5,0,11,83.1,35,30,365,75,10,0,7,43,0,4,79,1,2,3.24,4.23,1.42,125.7,97.2,0.44,NC,2022,3000.0
진명호,1.88,60,0,0,0,3,2,0,9,63.1,24,24,273,56,12,0,4,35,4,1,51,0,3,3.41,4.13,1.44,122.9,101.2,0.68,롯데,2019,12500.0
박세웅,1.87,28,0,0,28,10,11,0,0,157.1,80,66,679,180,32,4,8,32,1,8,146,0,7,3.78,2.89,1.35,110.3,141.6,-0.14,롯데,2022,26000.0
심창민,1.86,59,0,0,0,5,2,17,5,66.1,32,30,284,57,9,2,12,22,2,9,68,0,1,4.07,5.45,1.19,130.3,96.7,1.28,삼성,2018,
양훈,1.86,16,0,0,3,2,1,0,0,38.1,9,6,153,33,6,0,1,14,0,0,15,0,0,1.41,4.27,1.23,353.3,115.3,0.7,키움,2015,15000.0
김상수,1.85,60,0,0,0,0,7,15,9,61.1,29,26,262,59,9,0,8,22,5,3,62,1,5,3.82,4.39,1.32,130.4,110.9,-2.6,키움,2017,16500.0
장현식,1.84,37,0,0,5,1,3,0,1,76.1,40,38,331,68,13,2,5,43,0,2,59,0,13,4.48,4.87,1.45,113.6,106.1,-0.3,NC,2016,6400.0
최영필,1.84,59,0,0,0,5,2,0,10,63.0,23,20,247,57,8,0,8,8,0,2,51,0,1,2.86,4.12,1.03,172.6,120.1,-0.02,KIA,2015,13000.0
김영규,1.84,72,0,0,0,2,7,1,13,66.0,26,25,269,56,8,2,5,22,4,7,46,0,3,3.41,4.07,1.18,119.5,101.0,0.03,NC,2022,9500.0
전상현,1.83,57,0,0,0,1,4,0,15,60.2,21,21,245,45,8,1,3,21,2,2,62,0,2,3.12,3.04,1.09,134.6,138.6,0.47,KIA,2019,7600.0
스트레일리,1.82,11,0,0,11,4,2,0,0,62.1,24,16,260,54,8,0,5,22,0,6,55,0,2,2.31,3.96,1.22,180.2,102.8,0.64,롯데,2022,90000.0
최금강,1.81,78,0,0,0,6,5,1,14,89.2,40,37,384,77,12,1,11,37,2,11,61,0,12,3.71,5.39,1.27,129.0,90.6,-1.05,NC,2015,9200.0
