순,이름,팀,WAR*,G,타석,타수,득점,안타,2타,3타,홈런,루타,타점,도루,도실,볼넷,사구,고4,삼진,병살,희타,희비,타율,출루,장타,OPS,wOBA,wRC+,WAR*,WPA
167,호잉,18한RF,3.72,142,590,529,85,162,47,2,30,303,110,23,9,51,5,10,93,5,0,5,.306,.370,.573,.942,.391,124.8,3.72,4.72
168,정은원,22한2B,3.70,140,601,508,67,140,20,2,8,188,49,10,6,85,1,0,109,10,4,3,.276,.379,.370,.749,.352,118.2,3.70,-0.81
169,유강남,18LC,3.68,132,465,425,53,126,33,0,19,216,66,0,0,28,9,1,80,21,2,1,.296,.352,.508,.860,.368,118.7,3.68,-0.62
170,최재훈,21한C,3.67,116,467,375,52,103,21,0,7,145,44,3,2,71,13,2,68,16,5,3,.275,.405,.387,.791,.376,124.6,3.67,1.03
171,이대호,17롯1B,3.67,142,608,540,73,173,13,0,34,288,111,1,1,50,15,8,84,22,0,3,.320,.391,.533,.925,.400,132.4,3.67,4.25
172,이정후,17넥CF,3.66,144,622,552,111,179,29,8,2,230,47,12,4,60,6,2,67,9,2,2,.324,.395,.417,.812,.370,112.0,3.66,1.35
173,김재호,15두SS,3.64,133,488,410,63,126,24,3,3,165,50,7,2,54,3,0,42,18,14,7,.307,.386,.402,.789,.354,105.3,3.64,-0.40
174,이대호,22롯DH,3.58,143,591,540,53,179,23,0,23,271,101,0,0,43,2,7,56,26,0,6,.331,.379,.502,.881,.395,146.2,3.58,0.96
175,오재일,20두1B,3.57,127,534,471,62,147,32,0,16,227,89,2,1,61,0,1,92,12,0,2,.312,.390,.482,.872,.394,138.8,3.57,1.35
176,김현수,19LLF,3.57,140,595,526,75,160,37,0,11,230,82,3,1,54,6,9,52,11,0,9,.304,.370,.437,.807,.366,125.8,3.57,3.29
177,김하성,18넥SS,3.56,129,576,511,95,147,27,4,20,242,84,8,2,54,5,2,81,16,1,5,.288,.358,.474,.832,.360,108.5,3.56,1.01
178,허경민,18두3B,3.56,133,577,516,85,167,30,5,10,237,79,20,4,32,16,0,52,15,5,8,.324,.376,.459,.835,.366,113.4,3.56,1.89
179,허경민,20두3B,3.55,117,487,437,70,145,25,1,7,193,58,14,6,35,5,2,28,10,3,7,.332,.382,.442,.824,.373,122.7,3.55,1.58
180,최재훈,19한C,3.55,135,451,373,47,108,18,0,3,135,31,3,10,56,14,0,61,9,4,4,.290,.398,.362,.760,.362,122.0,3.55,-0.01
181,배정대,20KCF,3.55,144,615,533,88,154,25,3,13,224,65,22,13,68,5,0,142,9,5,4,.289,.372,.420,.792,.362,110.3,3.55,0.95
182,한유섬,18SRF,3.53,136,562,486,97,138,31,0,41,292,115,4,2,52,16,3,124,10,0,8,.284,.367,.601,.967,.399,129.8,3.53,4.03
183,나지완,17KDH,3.53,137,551,459,85,138,20,3,27,245,94,1,1,62,23,0,105,10,0,7,.301,.405,.534,.939,.409,140.8,3.53,3.00
184,민병헌,19롯CF,3.53,101,420,369,52,112,24,2,9,167,43,13,6,42,5,0,55,9,1,3,.304,.380,.453,.832,.382,133.4,3.53,0.10
185,박해민,15삼CF,3.52,144,608,525,96,154,22,7,0,190,47,60,8,56,2,1,126,8,23,2,.293,.362,.362,.724,.326,85.2,3.52,1.65
186,최정,18S3B,3.52,115,489,406,95,99,16,1,35,222,74,9,2,58,23,2,129,10,0,2,.244,.368,.547,.915,.385,120.3,3.52,2.50
187,김재환,19두LF,3.52,136,573,494,76,140,20,5,15,215,91,3,1,63,5,5,113,7,0,11,.283,.363,.435,.798,.362,123.5,3.52,2.53
188,호잉,19한RF,3.51,124,525,476,74,135,26,2,18,219,73,22,7,38,5,5,90,6,1,5,.284,.340,.460,.800,.359,120.9,3.51,1.69
189,강민호,17롯C,3.51,130,515,456,62,130,22,1,22,220,68,0,2,41,15,6,104,15,0,3,.285,.361,.482,.844,.367,110.8,3.51,0.96
190,유한준,18KRF,3.48,121,480,428,59,145,21,1,20,228,83,1,1,47,2,3,53,9,2,1,.339,.406,.533,.939,.404,134.5,3.48,2.84
191,유한준,19KDH,3.46,139,562,501,61,159,19,1,14,222,86,3,0,52,4,1,61,20,0,5,.317,.383,.443,.826,.381,133.6,3.46,4.09
192,안치홍,21롯2B,3.45,119,490,421,58,129,30,2,10,193,82,3,6,52,3,2,58,10,5,9,.306,.379,.458,.838,.382,124.3,3.45,1.55
193,박해민,22LCF,3.45,144,636,570,97,165,20,8,3,210,49,24,6,44,9,0,85,4,7,6,.289,.347,.368,.715,.331,103.9,3.45,0.60
194,김선빈,21K2B,3.42,130,564,501,55,154,32,0,5,201,67,0,0,56,1,2,39,19,1,5,.307,.375,.401,.776,.366,116.0,3.42,3.06
195,박건우,18두CF,3.42,125,529,488,79,159,24,6,12,231,84,7,3,28,10,1,65,14,1,2,.326,.373,.473,.847,.371,117.5,3.42,3.97
196,정훈,15롯2B,3.41,135,562,486,85,146,27,2,9,204,62,16,6,52,14,2,102,14,7,3,.300,.382,.420,.802,.363,110.1,3.41,-0.65
197,황재균,18K3B,3.40,142,588,530,76,157,41,3,25,279,88,14,7,49,4,1,120,5,2,3,.296,.358,.526,.885,.376,115.5,3.40,1.96
198,장성우,22KC,3.39,117,420,362,48,94,11,0,18,159,55,1,0,52,2,2,79,12,1,3,.260,.353,.439,.792,.360,121.8,3.39,0.50
199,구자욱,20삼LF,3.38,118,510,446,70,137,27,2,15,213,78,19,5,51,8,3,91,4,1,4,.307,.385,.478,.863,.387,126.6,3.38,4.53
200,박해민,21삼CF,3.38,127,542,454,78,132,22,1,5,171,54,36,15,69,3,2,82,3,9,7,.291,.383,.377,.759,.356,110.6,3.38,1.39
201,오지환,19LSS,3.37,134,547,473,63,119,23,5,9,179,53,27,5,57,7,1,113,7,7,3,.252,.339,.378,.717,.330,100.8,3.37,0.85
202,김민성,16넥3B,3.37,141,579,510,76,156,39,5,17,256,90,6,3,53,3,3,89,15,1,12,.306,.367,.502,.869,.380,111.6,3.37,1.81
203,민병헌,17두RF,3.36,123,520,447,73,136,21,0,14,199,71,3,4,47,19,2,74,14,1,6,.304,.389,.445,.834,.374,122.8,3.36,0.90
204,전준우,17롯CF,3.35,110,496,455,76,146,27,1,18,229,69,2,4,30,7,2,70,11,2,2,.321,.370,.503,.874,.381,120.4,3.35,2.40
205,유강남,19LC,3.35,132,468,418,44,113,22,0,16,183,49,0,0,30,13,2,82,21,1,6,.270,.334,.438,.772,.350,117.0,3.35,-0.00
206,이원석,18삼3B,3.35,128,543,479,74,144,30,1,20,236,93,2,1,52,7,1,103,10,0,5,.301,.374,.493,.867,.376,116.9,3.35,3.82
207,이범호,15K3B,3.34,138,514,437,60,118,25,0,28,227,79,3,4,57,16,1,91,16,0,4,.270,.372,.519,.891,.389,125.2,3.34,2.74
208,박성한,21SSS,3.34,135,471,407,53,123,21,1,4,158,44,12,5,49,1,0,73,1,12,2,.302,.377,.388,.765,.356,110.3,3.34,1.40
209,손아섭,21롯RF,3.33,139,610,542,88,173,29,2,3,215,58,11,6,61,3,3,67,15,3,1,.319,.390,.397,.787,.373,118.8,3.33,1.98
210,김현수,21LLF,3.31,140,595,506,70,144,23,1,17,220,97,3,0,77,3,5,42,7,0,9,.285,.377,.435,.811,.375,128.3,3.31,3.02
211,노진혁,22N3B,3.31,115,451,396,50,111,24,0,15,180,75,2,0,45,2,3,105,11,3,5,.280,.353,.455,.807,.362,125.1,3.31,1.13
212,노진혁,20NSS,3.31,132,484,427,70,117,22,3,20,205,82,0,4,49,5,3,106,8,3,0,.274,.356,.480,.836,.370,114.4,3.31,1.41
213,박석민,19N3B,3.31,112,444,360,49,96,17,1,19,172,74,1,2,65,12,2,69,17,4,3,.267,.393,.478,.871,.393,139.3,3.31,1.42
214,유한준,16kRF,3.29,110,460,408,70,137,22,0,14,201,64,4,1,47,2,1,40,10,0,3,.336,.404,.493,.897,.405,128.6,3.29,3.42
215,허경민,22두3B,3.29,121,493,432,59,125,23,0,8,172,60,10,3,36,16,3,40,12,2,7,.289,.361,.398,.759,.350,119.6,3.29,1.82
216,오재원,18두2B,3.29,132,521,473,78,148,24,1,15,219,81,15,6,41,2,0,119,13,3,2,.313,.369,.463,.832,.364,114.0,3.29,4.07
217,한동희,21롯3B,3.28,129,496,424,54,113,24,0,17,188,69,0,1,61,6,1,95,21,1,4,.267,.364,.443,.807,.373,119.0,3.28,0.85
218,김상수,20삼2B,3.26,120,471,404,71,123,18,3,5,162,47,10,3,55,8,1,55,16,2,2,.304,.397,.401,.798,.372,118.5,3.26,0.76
219,피렐라,21삼DH,3.26,140,621,553,102,158,25,2,29,274,97,9,6,57,8,2,89,8,0,3,.286,.359,.495,.855,.389,128.7,3.26,3.27
220,터커,19KRF,3.25,95,399,357,50,111,33,0,9,171,50,0,0,38,3,0,44,12,0,1,.311,.381,.479,.860,.393,141.4,3.25,0.56
221,마차도,20롯SS,3.25,144,560,486,79,136,31,1,12,205,67,15,1,54,8,2,60,20,4,8,.280,.356,.422,.778,.351,102.5,3.25,1.71
222,안치홍,22롯2B,3.24,132,562,493,71,140,27,3,14,215,58,7,2,51,5,4,52,13,8,5,.284,.354,.436,.790,.354,117.2,3.24,0.87
223,김재호,16두SS,3.24,137,496,416,69,129,27,3,7,183,78,8,4,57,5,1,52,8,5,13,.310,.389,.440,.829,.374,110.5,3.24,2.40
224,김재환,22두LF,3.24,128,517,448,64,111,24,1,23,206,72,2,1,61,4,4,133,5,0,4,.248,.340,.460,.800,.360,130.7,3.24,0.33
225,최정,15S3B,3.23,81,330,275,43,81,17,0,17,149,58,5,2,46,5,2,78,6,1,3,.295,.401,.542,.943,.410,143.2,3.23,1.39
226,박해민,18삼CF,3.20,144,649,576,114,172,30,10,9,249,68,36,10,56,3,0,99,9,8,6,.299,.360,.432,.793,.347,99.1,3.20,1.95
227,에반스,17두DH,3.20,138,581,514,82,152,19,0,27,252,90,2,0,61,3,0,114,15,0,3,.296,.372,.490,.862,.379,128.7,3.20,3.05
228,홍창기,22LRF,3.17,118,525,437,76,125,19,4,1,155,51,13,4,59,19,0,75,11,5,5,.286,.390,.355,.745,.353,119.2,3.17,1.27
229,채은성,19LRF,3.16,128,513,469,59,148,18,1,12,204,72,2,2,24,12,1,66,9,0,8,.316,.359,.435,.794,.364,124.5,3.16,-0.31
230,최원준,21KRF,3.14,143,668,589,82,174,21,6,4,219,44,40,13,61,11,0,68,7,4,3,.295,.371,.372,.742,.354,108.6,3.14,1.24
231,이승엽,15삼DH,3.14,122,522,470,87,156,28,1,26,264,90,2,1,40,6,2,71,10,0,6,.332,.387,.562,.949,.412,140.4,3.14,2.52
232,서동욱,16K2B,3.13,124,485,411,73,120,30,3,16,204,67,9,4,60,5,1,108,8,6,3,.292,.386,.496,.883,.389,118.1,3.13,3.07
233,나지완,20KLF,3.12,137,556,468,73,136,19,1,17,208,92,0,0,64,18,1,114,6,0,6,.291,.392,.444,.837,.383,124.8,3.12,4.11
234,전준우,22롯LF,3.10,120,517,470,73,143,31,1,11,209,68,6,3,35,3,1,73,14,0,9,.304,.350,.445,.795,.361,121.3,3.10,1.19
235,양석환,21두1B,3.10,133,546,488,66,133,22,0,28,239,96,2,3,42,9,2,136,10,0,7,.273,.337,.490,.827,.373,130.3,3.10,1.93
236,이용규,21키LF,3.10,133,547,459,88,136,16,8,1,171,43,16,2,71,5,2,46,5,6,6,.296,.392,.373,.764,.363,112.7,3.10,1.73
237,하주석,21한SS,3.09,138,594,525,84,143,27,3,10,206,68,23,6,51,10,1,135,9,5,3,.272,.346,.392,.739,.345,104.4,3.09,-1.37
238,박동원,21키C,3.09,131,481,413,61,103,21,0,22,190,83,2,0,53,7,0,114,12,5,3,.249,.342,.460,.803,.364,120.5,3.09,1.29
239,정근우,17한2B,3.08,105,442,391,73,129,22,0,11,184,46,6,6,32,10,3,48,12,5,3,.330,.392,.471,.863,.379,120.1,3.08,1.72
240,페르난데스,21두DH,3.07,141,617,540,73,170,24,0,15,239,81,0,2,65,6,3,35,25,0,6,.315,.391,.443,.833,.389,136.6,3.07,1.20
241,전준우,20롯LF,3.06,143,628,562,95,157,34,1,26,271,96,5,5,52,8,0,79,21,3,3,.279,.347,.482,.829,.368,113.3,3.06,1.75
242,박세혁,19두C,3.06,137,505,441,58,123,19,9,4,172,63,8,2,41,7,1,68,5,10,6,.279,.346,.390,.736,.334,101.3,3.06,1.02
243,민병헌,18롯CF,3.05,118,494,443,74,141,21,0,17,213,66,8,3,35,8,3,68,10,2,6,.318,.374,.481,.855,.370,113.1,3.05,1.13
244,이형종,18LCF,3.05,118,485,437,83,138,27,0,13,204,42,6,4,31,12,0,82,6,5,0,.316,.377,.467,.844,.370,117.8,3.05,2.16
245,최준석,15롯DH,3.04,144,618,507,78,155,18,1,31,268,109,0,0,108,1,4,134,17,1,1,.306,.428,.529,.957,.422,148.0,3.04,4.56
246,대니돈,16넥RF,3.03,129,497,417,65,123,33,1,16,206,70,1,0,70,5,4,72,8,1,4,.295,.399,.494,.893,.398,123.4,3.03,1.96
247,양의지,17두C,3.03,111,406,347,47,96,15,0,14,153,67,1,1,43,12,1,53,17,1,3,.277,.373,.441,.814,.364,116.8,3.03,0.77
248,노수광,18SCF,3.03,135,588,515,93,161,21,8,8,222,53,25,4,48,13,0,86,3,9,3,.313,.383,.431,.815,.360,107.9,3.03,3.46
249,강민호,20삼C,3.02,119,393,355,46,102,14,0,19,173,61,0,0,31,4,2,54,17,0,3,.287,.349,.487,.836,.370,113.2,3.02,0.55
250,박찬호,22KSS,3.02,130,566,494,81,134,22,0,4,168,45,41,8,57,1,0,67,9,7,7,.271,.344,.340,.684,.319,95.0,3.02,0.62
251,배정대,21KCF,3.02,144,595,510,85,132,23,1,12,193,68,19,7,65,12,2,132,9,3,5,.259,.353,.378,.732,.345,101.1,3.02,-1.05
252,로사리오,16한1B,3.01,127,532,492,78,158,31,2,33,292,120,1,3,33,4,3,90,16,1,2,.321,.367,.594,.961,.411,131.0,3.01,3.53
253,이범호,17K3B,3.00,115,447,382,57,104,14,0,25,193,89,0,0,52,7,3,81,9,0,6,.272,.365,.505,.870,.375,118.1,3.00,2.29
254,이형종,19LLF,2.99,120,482,419,56,120,24,1,13,185,63,6,5,42,10,1,78,9,1,10,.286,.358,.442,.799,.363,125.2,2.99,0.34
255,김상수,19삼2B,2.97,129,543,468,76,127,20,2,5,166,38,21,3,50,15,1,67,14,6,4,.271,.358,.355,.712,.334,100.0,2.97,-1.97
256,윤석민,16넥DH,2.96,92,402,341,72,114,15,0,19,186,80,2,3,46,9,3,50,16,0,6,.334,.420,.545,.966,.425,141.6,2.96,2.11
257,박용택,16LLF,2.96,138,578,509,84,176,24,0,11,233,90,6,6,58,4,5,71,13,0,7,.346,.412,.458,.870,.397,126.9,2.96,3.59
258,정수빈,20두CF,2.95,141,559,490,84,146,17,8,5,194,59,15,6,55,2,3,56,10,7,5,.298,.368,.396,.764,.348,104.3,2.95,1.48
259,송광민,16한3B,2.95,116,494,449,80,146,27,2,17,228,83,3,0,28,4,0,86,16,7,6,.325,.366,.508,.873,.381,112.3,2.95,2.00
260,박동원,22키KC,2.94,123,447,385,52,93,21,0,18,168,57,1,0,45,9,4,95,9,7,1,.242,.334,.436,.771,.344,111.5,2.94,-0.80
261,박민우,18N2B,2.93,115,460,411,68,133,22,5,5,180,33,17,5,32,10,3,51,4,3,4,.324,.383,.438,.821,.363,112.9,2.93,0.96
262,황재균,21K3B,2.93,117,507,453,74,132,16,2,10,182,56,11,4,46,3,1,92,11,1,4,.291,.358,.402,.760,.356,108.4,2.93,-0.32
263,박동원,19키C,2.92,112,361,317,50,94,15,1,10,141,55,1,0,34,2,0,56,10,7,1,.297,.367,.445,.812,.367,125.2,2.92,1.37
264,유강남,20LC,2.91,137,478,429,51,112,18,0,16,178,74,1,1,32,13,1,84,18,2,2,.261,.330,.415,.745,.337,101.7,2.91,0.77
265,노진혁,21NSS,2.90,107,384,330,41,95,22,0,8,141,58,1,1,42,5,0,90,3,4,3,.288,.374,.427,.801,.372,120.4,2.90,0.75
266,채은성,22L1B,2.89,126,526,467,48,138,26,2,12,204,83,6,7,27,21,3,88,16,0,11,.296,.354,.437,.790,.359,127.3,2.89,-0.22
267,김재호,19두SS,2.89,130,470,377,51,101,22,0,4,135,48,3,3,67,7,3,58,10,8,11,.268,.379,.358,.737,.342,108.2,2.89,-0.20
268,김선빈,22K2B,2.88,140,587,505,51,145,23,0,3,177,61,13,2,65,6,0,47,14,7,3,.287,.373,.351,.724,.341,109.6,2.88,1.39
269,허경민,15두3B,2.88,117,453,404,64,128,20,2,1,155,41,8,3,31,7,0,42,11,8,3,.317,.373,.384,.757,.346,98.9,2.88,-0.08
270,채은성,21LRF,2.86,110,448,387,59,107,20,0,16,175,82,4,2,38,16,2,80,9,0,7,.276,.359,.452,.812,.373,128.2,2.86,2.60
271,오재일,18두1B,2.85,123,477,401,69,112,19,2,27,216,80,1,1,60,6,2,121,3,0,10,.279,.373,.539,.912,.384,130.4,2.85,1.22
272,안치홍,19K2B,2.84,105,408,362,45,114,18,1,5,149,49,4,2,40,1,1,37,9,0,5,.315,.380,.412,.792,.368,123.3,2.84,0.93
273,서건창,21키L2B,2.83,144,599,512,78,130,24,2,6,176,52,12,4,69,9,2,77,14,5,4,.254,.350,.344,.694,.331,94.8,2.83,0.14
274,오재일,22삼1B,2.83,135,536,470,57,126,42,0,21,231,94,2,1,58,1,8,133,7,0,7,.268,.345,.491,.837,.370,126.5,2.83,0.86
275,오지환,18LSS,2.83,144,617,533,93,148,26,2,11,211,71,10,5,59,7,3,146,6,12,6,.278,.354,.396,.750,.329,89.4,2.83,2.62
276,오재일,21삼1B,2.80,120,484,418,64,119,20,0,25,214,97,1,0,58,0,8,106,5,0,8,.285,.366,.512,.878,.390,129.2,2.80,3.43
277,김상수,15삼SS,2.78,132,518,449,67,125,30,4,8,187,63,26,5,43,6,0,56,9,13,7,.278,.345,.416,.761,.335,89.9,2.78,1.24
278,최재훈,20한C,2.77,126,389,339,46,102,19,0,3,130,36,0,0,29,16,0,44,7,5,0,.301,.383,.383,.766,.358,111.1,2.77,0.51
279,김경언,15한RF,2.76,107,437,377,58,127,21,1,16,198,78,1,3,50,2,3,89,9,5,3,.337,.414,.525,.940,.411,136.4,2.76,4.94
280,손아섭,19롯RF,2.75,134,568,512,78,151,22,1,10,205,63,12,8,52,1,1,92,6,1,2,.295,.360,.400,.760,.353,113.9,2.75,1.70
281,김주찬,18K1B,2.75,121,471,429,71,146,23,0,18,223,93,8,1,23,7,5,57,15,2,10,.340,.375,.520,.895,.380,122.1,2.75,2.43
282,이형종,20LRF,2.73,81,323,287,41,85,17,2,17,157,50,1,0,27,7,1,61,7,0,2,.296,.368,.547,.916,.401,146.7,2.73,0.05
283,손시헌,16NSS,2.73,110,403,341,36,104,21,2,5,144,39,1,0,38,13,0,48,13,10,1,.305,.394,.422,.817,.371,110.3,2.73,1.81
284,김혜성,20키2B,2.72,142,553,499,80,142,24,6,7,199,61,25,7,46,2,0,94,6,2,4,.285,.345,.399,.744,.341,98.7,2.72,1.38
285,송광민,17한3B,2.71,117,473,437,71,143,26,0,13,208,75,2,3,21,3,1,88,11,4,8,.327,.356,.476,.832,.362,108.7,2.71,0.90
286,정훈,20롯CF,2.68,111,476,410,72,121,19,1,11,175,58,11,1,56,4,0,85,8,2,4,.295,.382,.427,.809,.371,115.9,2.68,1.87
287,번즈,18롯2B,2.67,133,505,462,80,124,34,5,23,237,64,5,2,33,9,2,133,8,1,0,.268,.329,.513,.842,.356,103.2,2.67,0.17
288,이재원,19SC,2.66,139,502,451,33,121,19,0,12,176,75,1,0,34,9,2,59,16,1,7,.268,.327,.390,.718,.330,95.9,2.66,0.43
289,조용호,22KRF,2.66,131,531,474,52,146,18,4,3,181,44,5,4,49,3,3,74,3,2,3,.308,.374,.382,.756,.352,115.8,2.66,1.99
290,노시환,22한3B,2.65,115,490,434,55,122,24,1,6,166,59,6,2,48,4,1,95,13,0,4,.281,.355,.382,.738,.344,112.5,2.65,1.99
291,황재균,22K3B,2.65,141,581,519,59,136,24,3,10,196,64,6,3,53,5,5,99,17,2,2,.262,.335,.378,.713,.328,99.6,2.65,-0.18
292,민병헌,15두RF,2.62,129,561,491,80,149,20,2,12,209,75,7,3,50,8,0,74,15,6,6,.303,.373,.426,.799,.360,112.3,2.62,3.13
293,이승엽,16삼DH,2.62,142,623,542,91,164,32,2,27,281,118,5,2,65,8,1,89,7,0,8,.303,.380,.518,.899,.396,123.1,2.62,2.49
294,번즈,17롯2B,2.61,116,468,423,71,128,38,0,15,211,57,10,7,29,11,0,100,18,2,3,.303,.361,.499,.859,.375,116.2,2.61,0.86
295,브라운,15SRF,2.61,138,539,464,82,121,21,2,28,230,76,5,2,66,7,4,127,12,0,2,.261,.360,.496,.856,.374,118.8,2.61,3.05
296,배정대,22KCF,2.58,144,575,508,64,135,24,2,6,181,56,19,4,54,4,0,126,2,5,4,.266,.339,.356,.695,.324,96.7,2.58,-0.18
297,유강남,17LC,2.57,118,364,324,43,90,13,0,17,154,66,2,0,14,15,0,72,4,9,2,.278,.335,.475,.811,.346,105.5,2.57,1.40
298,김주찬,15KDH,2.57,98,377,333,66,109,23,2,18,190,62,8,2,23,12,3,58,10,1,8,.327,.383,.571,.954,.408,137.3,2.57,1.70
299,손시헌,17NSS,2.56,124,391,349,32,122,17,1,5,156,45,1,0,16,8,1,44,5,13,5,.350,.386,.447,.833,.362,111.1,2.56,-0.01
300,김태균,17한DH,2.56,94,407,356,51,121,22,0,17,194,76,0,0,43,4,7,56,13,0,4,.340,.413,.545,.958,.413,142.3,2.56,2.58
301,마차도,21롯SS,2.55,134,539,466,83,130,21,1,5,168,58,8,5,58,4,1,65,8,4,7,.279,.359,.361,.719,.341,98.3,2.55,-0.66
302,이종욱,16NCF,2.54,134,517,453,73,138,24,4,5,185,57,15,3,54,1,0,73,11,4,5,.305,.376,.408,.785,.361,104.1,2.54,1.21
303,최주환,17두2B,2.53,129,452,399,65,120,16,6,7,169,57,3,2,38,9,1,58,10,1,5,.301,.370,.424,.794,.357,108.7,2.53,0.88
304,로하스,17kCF,2.53,83,367,336,52,101,27,3,18,188,56,5,8,23,5,0,81,6,0,3,.301,.352,.560,.911,.388,124.7,2.53,1.44
305,박경수,18K2B,2.51,135,528,458,65,120,21,0,25,216,74,4,1,58,9,2,129,16,0,3,.262,.354,.472,.826,.357,104.0,2.51,1.52
306,이창진,19KCF,2.50,133,470,400,57,108,25,1,6,153,48,8,8,57,4,0,92,8,4,5,.270,.363,.383,.745,.347,108.8,2.50,-0.85
307,박해민,20삼CF,2.49,132,541,489,84,142,18,5,11,203,55,34,12,39,3,1,77,7,7,3,.290,.345,.415,.760,.342,98.2,2.49,-0.11
308,최원준,20KCF,2.49,123,412,359,72,117,16,6,2,151,35,14,3,33,6,0,35,1,9,5,.326,.387,.421,.808,.365,113.3,2.49,2.31
309,문성주,22LDH,2.48,106,390,327,55,99,15,3,6,138,41,9,6,51,3,2,36,13,8,1,.303,.401,.422,.823,.375,136.0,2.48,0.48
310,김문호,16롯LF,2.47,140,599,526,77,171,28,3,7,226,70,12,15,62,6,1,70,15,3,2,.325,.401,.430,.831,.384,117.0,2.47,1.35
311,한동희,20롯3B,2.47,135,531,461,62,128,22,0,17,201,67,0,3,57,5,0,97,15,5,3,.278,.361,.436,.797,.360,108.6,2.47,0.40
312,알포드,22KLF,2.47,80,323,283,48,81,19,1,14,144,50,5,1,33,3,3,90,3,0,4,.286,.362,.509,.871,.387,139.7,2.47,2.04
313,정의윤,15LSDH,2.46,91,297,259,38,83,14,0,14,139,51,5,0,26,9,0,46,6,0,3,.320,.397,.537,.934,.411,145.6,2.46,1.86
314,이택근,15넥CF,2.46,105,401,347,61,113,16,1,10,161,44,11,6,44,3,4,53,8,3,4,.326,.402,.464,.866,.386,122.6,2.46,1.67
315,정훈,21롯1B,2.46,135,561,486,70,142,27,1,14,213,79,8,1,68,3,8,89,6,1,3,.292,.380,.438,.819,.377,121.9,2.46,0.83
316,이성열,19한RF,2.45,129,476,414,60,106,21,1,21,192,85,8,4,48,9,1,114,7,1,4,.256,.343,.464,.807,.364,124.7,2.45,1.76
317,이명기,19KNRF,2.45,139,547,484,62,142,17,3,2,171,35,14,4,48,4,2,66,12,7,4,.293,.359,.353,.713,.332,98.5,2.45,-1.33
318,필,15K1B,2.44,143,591,536,81,174,35,1,22,277,101,14,10,43,3,6,74,12,0,9,.325,.372,.517,.889,.387,123.8,2.44,5.91
319,허경민,19두3B,2.44,133,540,475,71,137,25,1,4,176,60,11,5,34,17,2,36,16,3,11,.288,.350,.371,.721,.334,102.4,2.44,-0.25
320,김민성,15넥3B,2.44,118,489,445,60,135,24,0,16,207,71,1,1,31,8,1,62,15,2,3,.303,.357,.465,.823,.365,108.2,2.44,-0.83
321,권희동,17NLF,2.42,141,554,472,72,135,20,2,19,216,86,3,3,51,17,1,90,12,7,7,.286,.371,.458,.829,.363,110.9,2.42,1.51
322,이명기,15SLF,2.41,137,582,521,88,164,30,2,3,207,35,22,10,35,11,0,86,7,11,4,.315,.368,.397,.765,.347,102.3,2.41,0.62
323,이천웅,18LLF,2.41,112,405,359,61,122,22,3,2,156,39,10,10,39,3,2,48,11,2,2,.340,.407,.435,.842,.377,119.7,2.41,1.65
324,노진혁,19NSS,2.39,110,390,348,51,92,23,2,13,158,43,0,1,31,2,2,80,7,6,3,.264,.326,.454,.780,.345,107.2,2.39,-0.48
325,박경수,20K2B,2.39,119,391,324,33,91,17,0,13,147,59,0,1,48,9,2,96,14,3,7,.281,.381,.454,.835,.374,118.7,2.39,0.77
326,최진행,15한LF,2.38,109,410,333,55,97,17,0,18,168,64,0,3,65,4,6,101,9,5,3,.291,.410,.505,.914,.397,128.2,2.38,2.06
327,추신수,22SDH,2.38,112,499,409,77,106,20,1,16,176,58,15,5,71,13,1,100,6,2,4,.259,.382,.430,.813,.374,129.8,2.38,2.01
328,최주환,21S2B,2.36,116,470,406,50,104,16,0,18,174,67,2,1,53,9,4,84,7,0,2,.256,.353,.429,.782,.361,111.2,2.36,-0.51
329,고종욱,16넥LF,2.36,133,566,527,92,176,22,9,8,240,72,28,14,28,5,1,103,10,1,5,.334,.370,.455,.825,.373,105.4,2.36,4.38
330,나지완,18KDH,2.35,114,379,317,50,86,18,0,26,182,78,0,0,38,19,2,81,14,0,5,.271,.377,.574,.951,.397,134.3,2.35,0.90
331,김주찬,17K1B,2.35,122,478,440,78,136,39,2,12,215,70,9,2,31,4,0,59,17,2,1,.309,.359,.489,.848,.372,116.0,2.35,2.00
332,강승호,22두2B,2.34,134,487,444,54,117,28,1,10,177,62,13,5,29,3,0,100,8,6,5,.264,.310,.399,.708,.320,100.5,2.34,0.53
333,서건창,19키2B,2.34,113,486,426,67,128,23,3,2,163,41,17,3,49,3,1,50,5,3,5,.300,.373,.383,.755,.352,112.6,2.34,0.10
334,이명기,17KRF,2.33,115,512,464,79,154,24,4,9,213,63,8,7,28,3,0,57,2,14,3,.332,.372,.459,.831,.361,108.7,2.33,0.76
335,오지환,21LSS,2.33,134,532,464,62,118,19,2,8,165,57,12,6,54,5,0,82,11,4,5,.254,.335,.356,.691,.327,93.9,2.33,-0.53
336,유강남,22LC,2.30,139,469,416,54,106,16,0,8,146,47,0,0,34,11,1,98,9,6,2,.255,.326,.351,.677,.314,94.9,2.30,0.41
337,김선빈,19KSS,2.30,121,447,394,55,115,22,0,3,146,40,5,4,43,1,0,26,7,5,4,.292,.360,.371,.730,.340,104.6,2.30,1.05
338,렉스,22롯CF,2.30,56,251,218,32,72,10,1,8,108,34,3,0,26,5,2,44,4,0,2,.330,.410,.495,.906,.411,156.3,2.30,1.32
